Year,Metric,Dimension,Category,Status,Source, Mean , SD , p10 , p25 , p50 , p75 , p90 , N 
2007,GVA per worker,5. Ageband,Mature (6-10),Non-Exporter,ABS-TiG," 55,500 "," 80,500 "," 4,500 "," 16,000 "," 36,500 "," 69,000 "," 120,000 "," 294,950 "
2008,GVA per worker,5. Ageband,Mature (6-10),Non-Exporter,ABS-TiG," 51,500 "," 96,500 "," 3,500 "," 14,500 "," 33,500 "," 65,500 "," 114,000 "," 310,450 "
2009,GVA per worker,5. Ageband,Mature (6-10),Non-Exporter,ABS-TiG," 49,000 "," 229,500 "," 2,500 "," 12,500 "," 30,000 "," 59,000 "," 107,000 "," 316,150 "
2010,GVA per worker,5. Ageband,Mature (6-10),Non-Exporter,ABS-TiG," 50,500 "," 87,500 "," 3,500 "," 14,000 "," 31,500 "," 62,000 "," 114,000 "," 338,350 "
2011,GVA per worker,5. Ageband,Mature (6-10),Non-Exporter,ABS-TiG," 49,000 "," 82,500 "," 4,000 "," 14,000 "," 31,000 "," 59,500 "," 108,000 "," 357,600 "
2012,GVA per worker,5. Ageband,Mature (6-10),Non-Exporter,ABS-TiG," 51,000 "," 75,500 "," 4,500 "," 14,500 "," 31,500 "," 63,500 "," 111,500 "," 356,850 "
2013,GVA per worker,5. Ageband,Mature (6-10),Non-Exporter,ABS-TiG," 54,000 "," 85,000 "," 5,000 "," 15,000 "," 35,000 "," 68,000 "," 114,000 "," 349,350 "
2014,GVA per worker,5. Ageband,Mature (6-10),Non-Exporter,ABS-TiG," 54,000 "," 82,000 "," 5,000 "," 15,000 "," 35,000 "," 69,000 "," 121,000 "," 327,550 "
2015,GVA per worker,5. Ageband,Mature (6-10),Non-Exporter,ABS-TiG," 55,000 "," 82,000 "," 6,500 "," 17,500 "," 37,000 "," 73,000 "," 121,000 "," 325,750 "
2016,GVA per worker,5. Ageband,Mature (6-10),Non-Exporter,ABS-TiG," 60,500 "," 124,500 "," 3,500 "," 15,500 "," 37,000 "," 69,000 "," 117,500 "," 276,100 "
2017,GVA per worker,5. Ageband,Mature (6-10),Non-Exporter,ABS-TiG," 47,000 "," 72,000 "," 5,500 "," 14,500 "," 30,500 "," 58,000 "," 104,000 "," 271,700 "
2018,GVA per worker,5. Ageband,Mature (6-10),Non-Exporter,ABS-TiG," 52,000 "," 67,500 "," 6,000 "," 16,000 "," 33,000 "," 65,000 "," 114,500 "," 288,250 "
2019,GVA per worker,5. Ageband,Mature (6-10),Non-Exporter,ABS-TiG," 54,000 "," 123,000 "," 4,000 "," 15,500 "," 31,000 "," 64,000 "," 118,500 "," 388,100 "
2020,GVA per worker,5. Ageband,Mature (6-10),Non-Exporter,ABS-TiG," 42,000 "," 78,000 "," 2,500 "," 9,500 "," 25,000 "," 54,000 "," 97,500 "," 398,700 "
2021,GVA per worker,5. Ageband,Mature (6-10),Non-Exporter,ABS-TiG," 46,000 "," 163,500 "," 3,000 "," 13,500 "," 30,000 "," 53,500 "," 97,000 "," 405,100 "
2022,GVA per worker,5. Ageband,Mature (6-10),Non-Exporter,ABS-TiG," 51,500 "," 88,500 "," 3,000 "," 14,500 "," 32,000 "," 64,500 "," 106,000 "," 411,100 "
2005,GVA per worker,5. Ageband,New (0-2),Exporter,ABS-TiG," 69,500 "," 115,000 ", [c] ," 9,000 "," 37,500 "," 81,000 ", [c] ," 13,950 "
2006,GVA per worker,5. Ageband,New (0-2),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2007,GVA per worker,5. Ageband,New (0-2),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2008,GVA per worker,5. Ageband,New (0-2),Exporter,ABS-TiG," 84,000 "," 112,000 "," 4,000 "," 24,000 "," 49,500 "," 99,000 "," 231,000 "," 15,650 "
2009,GVA per worker,5. Ageband,New (0-2),Exporter,ABS-TiG," 77,000 "," 98,000 "," 4,500 "," 16,000 "," 47,000 "," 109,500 "," 190,500 "," 13,900 "
2010,GVA per worker,5. Ageband,New (0-2),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2011,GVA per worker,5. Ageband,New (0-2),Exporter,ABS-TiG," 77,500 "," 93,000 ", [c] ," 21,500 "," 51,500 "," 114,500 ", [c] ," 16,550 "
2012,GVA per worker,5. Ageband,New (0-2),Exporter,ABS-TiG," 70,000 "," 96,000 ", [c] ," 16,500 "," 43,500 "," 94,500 ", [c] ," 16,950 "
2013,GVA per worker,5. Ageband,New (0-2),Exporter,ABS-TiG," 79,000 "," 102,500 "," 6,000 "," 22,000 "," 49,000 "," 101,000 "," 192,000 "," 20,750 "
2014,GVA per worker,5. Ageband,New (0-2),Exporter,ABS-TiG," 69,000 "," 80,000 ", 500 ," 20,500 "," 46,500 "," 94,500 "," 172,500 "," 21,200 "
2015,GVA per worker,5. Ageband,New (0-2),Exporter,ABS-TiG," 62,500 "," 72,000 "," 3,000 "," 13,000 "," 45,000 "," 84,000 "," 125,500 "," 21,350 "
2016,GVA per worker,5. Ageband,New (0-2),Exporter,ABS-TiG," 50,500 "," 686,500 ", [c] ," 10,000 "," 24,000 "," 86,000 ", [c] ," 22,650 "
2017,GVA per worker,5. Ageband,New (0-2),Exporter,ABS-TiG," 90,000 "," 345,500 ", [c] ," 36,500 "," 57,000 "," 114,000 ", [c] ," 33,700 "
2018,GVA per worker,5. Ageband,New (0-2),Exporter,ABS-TiG," 77,500 "," 96,000 ", [c] ," 24,500 "," 45,500 "," 89,000 ", [c] ," 25,850 "
2019,GVA per worker,5. Ageband,New (0-2),Exporter,ABS-TiG," 65,500 "," 53,500 ", [c] ," 33,000 "," 62,000 "," 82,000 ", [c] ," 30,500 "
2020,GVA per worker,5. Ageband,New (0-2),Exporter,ABS-TiG," 52,000 "," 50,000 ", [c] ," 21,000 "," 38,500 "," 78,000 ", [c] ," 20,500 "
2021,GVA per worker,5. Ageband,New (0-2),Exporter,ABS-TiG," 84,000 "," 148,000 ", [c] ," 18,000 "," 40,000 "," 106,000 ", [c] ," 33,250 "
2022,GVA per worker,5. Ageband,New (0-2),Exporter,ABS-TiG," 68,500 "," 63,500 ", [c] ," 21,000 "," 48,500 "," 122,000 ", [c] ," 33,450 "
2005,GVA per worker,5. Ageband,New (0-2),Non-Exporter,ABS-TiG," 49,000 "," 90,000 ", -   ," 10,000 "," 30,500 "," 62,500 "," 113,500 "," 229,050 "
2006,GVA per worker,5. Ageband,New (0-2),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2007,GVA per worker,5. Ageband,New (0-2),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2008,GVA per worker,5. Ageband,New (0-2),Non-Exporter,ABS-TiG," 51,500 "," 73,500 ", -   ," 13,000 "," 35,500 "," 71,000 "," 122,000 "," 329,550 "
2009,GVA per worker,5. Ageband,New (0-2),Non-Exporter,ABS-TiG," 44,000 "," 64,000 ", -   ," 9,500 "," 30,500 "," 61,000 "," 103,500 "," 252,950 "
2010,GVA per worker,5. Ageband,New (0-2),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2011,GVA per worker,5. Ageband,New (0-2),Non-Exporter,ABS-TiG," 51,000 "," 72,500 ", -   ," 10,500 "," 33,000 "," 71,500 "," 118,500 "," 255,400 "
2012,GVA per worker,5. Ageband,New (0-2),Non-Exporter,ABS-TiG," 51,500 "," 72,000 ", -   ," 12,000 "," 33,000 "," 70,500 "," 118,500 "," 268,800 "
2013,GVA per worker,5. Ageband,New (0-2),Non-Exporter,ABS-TiG," 50,000 "," 91,500 ", 500 ," 12,000 "," 33,000 "," 67,500 "," 111,500 "," 296,900 "
2014,GVA per worker,5. Ageband,New (0-2),Non-Exporter,ABS-TiG," 50,500 "," 76,500 "," 2,000 "," 13,000 "," 33,000 "," 67,500 "," 110,500 "," 319,350 "
2015,GVA per worker,5. Ageband,New (0-2),Non-Exporter,ABS-TiG," 48,500 "," 65,500 "," 3,000 "," 13,500 "," 33,000 "," 65,000 "," 107,500 "," 351,900 "
2016,GVA per worker,5. Ageband,New (0-2),Non-Exporter,ABS-TiG," 39,500 "," 43,000 "," 4,000 "," 12,500 "," 28,000 "," 55,500 "," 87,000 "," 636,150 "
2017,GVA per worker,5. Ageband,New (0-2),Non-Exporter,ABS-TiG," 45,500 "," 46,500 "," 4,500 "," 14,500 "," 35,000 "," 66,500 "," 102,500 "," 580,950 "
2018,GVA per worker,5. Ageband,New (0-2),Non-Exporter,ABS-TiG," 41,500 "," 48,000 "," 4,500 "," 12,500 "," 28,000 "," 55,500 "," 95,500 "," 502,100 "
2019,GVA per worker,5. Ageband,New (0-2),Non-Exporter,ABS-TiG," 36,000 "," 44,000 ",-500 ," 8,500 "," 22,000 "," 54,000 "," 91,500 "," 407,950 "
2020,GVA per worker,5. Ageband,New (0-2),Non-Exporter,ABS-TiG," 33,500 "," 55,500 ","-1,500 "," 7,000 "," 20,500 "," 42,500 "," 77,500 "," 335,800 "
2021,GVA per worker,5. Ageband,New (0-2),Non-Exporter,ABS-TiG," 33,500 "," 72,500 ",-500 ," 7,500 "," 21,500 "," 44,500 "," 84,500 "," 425,600 "
2022,GVA per worker,5. Ageband,New (0-2),Non-Exporter,ABS-TiG," 39,000 "," 65,000 "," 1,000 "," 9,500 "," 26,000 "," 51,000 "," 92,000 "," 364,350 "
2005,GVA per worker,5. Ageband,Old (10+),Exporter,ABS-TiG," 80,500 "," 425,000 "," 13,500 "," 27,500 "," 53,000 "," 89,500 "," 156,000 "," 69,000 "
2006,GVA per worker,5. Ageband,Old (10+),Exporter,ABS-TiG," 80,500 "," 354,000 "," 11,500 "," 28,000 "," 51,500 "," 90,500 "," 158,000 "," 70,850 "
2007,GVA per worker,5. Ageband,Old (10+),Exporter,ABS-TiG," 93,000 "," 651,500 "," 13,000 "," 32,500 "," 57,500 "," 97,500 "," 172,000 "," 71,450 "
2008,GVA per worker,5. Ageband,Old (10+),Exporter,ABS-TiG," 85,000 "," 898,000 "," 11,500 "," 31,000 "," 54,500 "," 93,000 "," 158,500 "," 78,650 "
2009,GVA per worker,5. Ageband,Old (10+),Exporter,ABS-TiG," 77,500 "," 725,000 "," 10,500 "," 28,000 "," 50,500 "," 84,500 "," 151,000 "," 82,400 "
2010,GVA per worker,5. Ageband,Old (10+),Exporter,ABS-TiG," 82,000 "," 651,500 "," 8,000 "," 26,500 "," 52,500 "," 89,500 "," 154,500 "," 81,600 "
2011,GVA per worker,5. Ageband,Old (10+),Exporter,ABS-TiG," 84,500 "," 589,500 "," 13,000 "," 31,500 "," 57,000 "," 97,500 "," 159,000 "," 84,800 "
2012,GVA per worker,5. Ageband,Old (10+),Exporter,ABS-TiG," 82,000 "," 657,000 "," 11,500 "," 30,000 "," 56,000 "," 93,500 "," 157,500 "," 87,700 "
2013,GVA per worker,5. Ageband,Old (10+),Exporter,ABS-TiG," 83,000 "," 597,000 "," 13,000 "," 29,000 "," 54,000 "," 94,500 "," 164,000 "," 97,850 "
2014,GVA per worker,5. Ageband,Old (10+),Exporter,ABS-TiG," 89,000 "," 304,500 "," 15,000 "," 34,500 "," 60,500 "," 107,000 "," 180,500 "," 97,850 "
2015,GVA per worker,5. Ageband,Old (10+),Exporter,ABS-TiG," 86,000 "," 744,500 "," 13,500 "," 32,000 "," 59,000 "," 101,000 "," 173,000 "," 102,400 "
2016,GVA per worker,5. Ageband,Old (10+),Exporter,ABS-TiG," 89,500 "," 1,061,000 "," 8,500 "," 29,000 "," 54,500 "," 97,000 "," 152,500 "," 88,850 "
2017,GVA per worker,5. Ageband,Old (10+),Exporter,ABS-TiG," 90,500 "," 1,121,500 "," 13,500 "," 34,500 "," 57,000 "," 97,000 "," 175,000 "," 96,250 "
2018,GVA per worker,5. Ageband,Old (10+),Exporter,ABS-TiG," 81,000 "," 1,509,500 "," 11,000 "," 30,000 "," 53,500 "," 93,500 "," 149,500 "," 91,700 "
2019,GVA per worker,5. Ageband,Old (10+),Exporter,ABS-TiG," 93,500 "," 467,500 "," 12,000 "," 26,000 "," 51,000 "," 91,000 "," 164,000 "," 116,100 "
2020,GVA per worker,5. Ageband,Old (10+),Exporter,ABS-TiG," 68,000 "," 390,500 "," 8,500 "," 25,500 "," 54,000 "," 82,000 "," 129,000 "," 108,750 "
2021,GVA per worker,5. Ageband,Old (10+),Exporter,ABS-TiG," 78,500 "," 1,143,500 "," 8,000 "," 25,500 "," 49,500 "," 87,500 "," 160,500 "," 108,650 "
2022,GVA per worker,5. Ageband,Old (10+),Exporter,ABS-TiG," 76,500 "," 314,500 "," 12,500 "," 30,500 "," 56,000 "," 94,500 "," 150,000 "," 112,000 "
2005,GVA per worker,5. Ageband,Old (10+),Non-Exporter,ABS-TiG," 49,500 "," 172,000 "," 5,000 "," 16,000 "," 32,500 "," 59,500 "," 101,000 "," 634,150 "
2006,GVA per worker,5. Ageband,Old (10+),Non-Exporter,ABS-TiG," 52,000 "," 116,500 "," 5,000 "," 17,000 "," 34,500 "," 64,000 "," 109,000 "," 607,850 "
2007,GVA per worker,5. Ageband,Old (10+),Non-Exporter,ABS-TiG," 51,000 "," 125,500 "," 4,500 "," 16,500 "," 35,500 "," 64,500 "," 109,000 "," 612,100 "
2008,GVA per worker,5. Ageband,Old (10+),Non-Exporter,ABS-TiG," 47,500 "," 84,500 "," 3,500 "," 14,500 "," 33,000 "," 59,500 "," 101,000 "," 598,950 "
2009,GVA per worker,5. Ageband,Old (10+),Non-Exporter,ABS-TiG," 50,000 "," 4,401,000 "," 3,000 "," 13,500 "," 29,500 "," 53,500 "," 92,500 "," 605,650 "
2010,GVA per worker,5. Ageband,Old (10+),Non-Exporter,ABS-TiG," 44,500 "," 89,500 "," 3,000 "," 13,500 "," 29,500 "," 54,500 "," 96,000 "," 638,150 "
2011,GVA per worker,5. Ageband,Old (10+),Non-Exporter,ABS-TiG," 44,500 "," 78,500 "," 3,000 "," 13,500 "," 30,000 "," 54,500 "," 95,500 "," 647,500 "
2012,GVA per worker,5. Ageband,Old (10+),Non-Exporter,ABS-TiG," 45,000 "," 236,000 "," 3,500 "," 13,500 "," 30,000 "," 55,500 "," 95,000 "," 643,650 "
2013,GVA per worker,5. Ageband,Old (10+),Non-Exporter,ABS-TiG," 47,500 "," 213,500 "," 4,500 "," 14,000 "," 30,500 "," 56,500 "," 99,000 "," 674,800 "
2014,GVA per worker,5. Ageband,Old (10+),Non-Exporter,ABS-TiG," 49,500 "," 154,000 "," 4,500 "," 14,000 "," 30,000 "," 58,500 "," 106,000 "," 699,850 "
2015,GVA per worker,5. Ageband,Old (10+),Non-Exporter,ABS-TiG," 49,500 "," 170,500 "," 4,500 "," 13,500 "," 31,000 "," 59,500 "," 104,000 "," 715,900 "
2016,GVA per worker,5. Ageband,Old (10+),Non-Exporter,ABS-TiG," 43,500 "," 134,500 "," 3,500 "," 13,000 "," 29,000 "," 54,000 "," 94,500 "," 631,150 "
2017,GVA per worker,5. Ageband,Old (10+),Non-Exporter,ABS-TiG," 48,000 "," 132,500 "," 5,500 "," 14,000 "," 30,000 "," 60,000 "," 98,500 "," 697,050 "
2018,GVA per worker,5. Ageband,Old (10+),Non-Exporter,ABS-TiG," 46,000 "," 226,500 "," 4,000 "," 14,000 "," 29,000 "," 56,500 "," 101,500 "," 685,150 "
2019,GVA per worker,5. Ageband,Old (10+),Non-Exporter,ABS-TiG," 47,000 "," 199,000 "," 3,500 "," 11,500 "," 26,000 "," 53,000 "," 95,000 "," 786,850 "
2020,GVA per worker,5. Ageband,Old (10+),Non-Exporter,ABS-TiG," 37,500 "," 100,000 "," 2,000 "," 9,000 "," 24,500 "," 48,000 "," 84,000 "," 827,700 "
2021,GVA per worker,5. Ageband,Old (10+),Non-Exporter,ABS-TiG," 48,500 "," 363,000 "," 1,000 "," 10,000 "," 26,500 "," 53,000 "," 96,000 "," 757,800 "
2022,GVA per worker,5. Ageband,Old (10+),Non-Exporter,ABS-TiG," 45,000 "," 85,000 "," 4,000 "," 13,000 "," 30,000 "," 59,000 "," 96,000 "," 784,800 "
2005,GVA per worker,5. Ageband,Young (3-5),Exporter,ABS-TiG," 103,000 "," 168,000 "," 6,000 "," 28,000 "," 63,000 "," 131,000 "," 244,000 "," 20,900 "
2006,GVA per worker,5. Ageband,Young (3-5),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2007,GVA per worker,5. Ageband,Young (3-5),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2008,GVA per worker,5. Ageband,Young (3-5),Exporter,ABS-TiG," 92,500 "," 194,500 "," 2,000 "," 21,500 "," 55,500 "," 125,000 "," 203,500 "," 22,650 "
2009,GVA per worker,5. Ageband,Young (3-5),Exporter,ABS-TiG," 68,000 "," 252,000 "," 2,500 "," 17,500 "," 48,000 "," 89,000 "," 148,000 "," 24,850 "
2010,GVA per worker,5. Ageband,Young (3-5),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2011,GVA per worker,5. Ageband,Young (3-5),Exporter,ABS-TiG," 76,000 "," 96,500 "," 6,500 "," 25,500 "," 57,500 "," 97,000 "," 166,500 "," 23,600 "
2012,GVA per worker,5. Ageband,Young (3-5),Exporter,ABS-TiG," 87,000 "," 106,500 "," 7,000 "," 24,500 "," 53,000 "," 112,500 "," 192,000 "," 28,650 "
2013,GVA per worker,5. Ageband,Young (3-5),Exporter,ABS-TiG," 89,000 "," 103,500 "," 5,500 "," 24,000 "," 60,000 "," 119,000 "," 194,000 "," 29,600 "
2014,GVA per worker,5. Ageband,Young (3-5),Exporter,ABS-TiG," 90,000 "," 144,500 "," 10,000 "," 26,500 "," 56,000 "," 106,000 "," 201,000 "," 32,400 "
2015,GVA per worker,5. Ageband,Young (3-5),Exporter,ABS-TiG," 71,500 "," 129,500 "," 5,000 "," 22,500 "," 53,000 "," 91,500 "," 161,500 "," 31,400 "
2016,GVA per worker,5. Ageband,Young (3-5),Exporter,ABS-TiG," 81,000 "," 169,000 "," 6,000 "," 13,500 "," 47,500 "," 104,000 "," 165,500 "," 21,300 "
2017,GVA per worker,5. Ageband,Young (3-5),Exporter,ABS-TiG," 80,500 "," 133,000 "," 3,000 "," 22,000 "," 52,000 "," 83,500 "," 180,500 "," 20,100 "
2018,GVA per worker,5. Ageband,Young (3-5),Exporter,ABS-TiG," 79,000 "," 89,000 "," 4,500 "," 22,500 "," 46,000 "," 126,000 "," 201,500 "," 34,250 "
2019,GVA per worker,5. Ageband,Young (3-5),Exporter,ABS-TiG," 60,500 "," 65,000 "," 4,500 "," 32,000 "," 41,000 "," 89,000 "," 157,000 "," 33,300 "
2020,GVA per worker,5. Ageband,Young (3-5),Exporter,ABS-TiG," 72,500 "," 125,000 "," 5,500 "," 22,500 "," 49,000 "," 97,000 "," 190,000 "," 24,800 "
2021,GVA per worker,5. Ageband,Young (3-5),Exporter,ABS-TiG," 58,500 "," 106,500 ","-12,500 "," 15,500 "," 40,500 "," 67,500 "," 134,500 "," 37,150 "
2022,GVA per worker,5. Ageband,Young (3-5),Exporter,ABS-TiG," 61,500 "," 99,000 "," 7,000 "," 21,000 "," 48,000 "," 80,500 "," 133,000 "," 27,350 "
2005,GVA per worker,5. Ageband,Young (3-5),Non-Exporter,ABS-TiG," 57,500 "," 84,000 "," 5,000 "," 18,000 "," 36,500 "," 69,500 "," 128,000 "," 321,850 "
2006,GVA per worker,5. Ageband,Young (3-5),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2007,GVA per worker,5. Ageband,Young (3-5),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2008,GVA per worker,5. Ageband,Young (3-5),Non-Exporter,ABS-TiG," 49,500 "," 75,500 "," 1,000 "," 12,000 "," 32,000 "," 62,500 "," 114,500 "," 307,500 "
2009,GVA per worker,5. Ageband,Young (3-5),Non-Exporter,ABS-TiG," 49,000 "," 98,500 "," 2,500 "," 13,000 "," 31,500 "," 62,500 "," 113,000 "," 308,800 "
2010,GVA per worker,5. Ageband,Young (3-5),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2011,GVA per worker,5. Ageband,Young (3-5),Non-Exporter,ABS-TiG," 51,000 "," 151,500 "," 2,500 "," 15,000 "," 34,500 "," 68,000 "," 116,500 "," 293,150 "
2012,GVA per worker,5. Ageband,Young (3-5),Non-Exporter,ABS-TiG," 54,000 "," 107,000 "," 3,500 "," 15,000 "," 37,000 "," 70,000 "," 121,000 "," 285,750 "
2013,GVA per worker,5. Ageband,Young (3-5),Non-Exporter,ABS-TiG," 58,000 "," 81,500 "," 4,000 "," 16,000 "," 39,000 "," 76,000 "," 127,500 "," 289,700 "
2014,GVA per worker,5. Ageband,Young (3-5),Non-Exporter,ABS-TiG," 58,500 "," 78,000 "," 4,500 "," 16,000 "," 39,000 "," 77,500 "," 132,500 "," 315,400 "
2015,GVA per worker,5. Ageband,Young (3-5),Non-Exporter,ABS-TiG," 56,000 "," 76,500 "," 5,000 "," 16,000 "," 37,500 "," 73,500 "," 121,500 "," 340,750 "
2016,GVA per worker,5. Ageband,Young (3-5),Non-Exporter,ABS-TiG," 43,500 "," 110,000 "," 2,500 "," 12,000 "," 29,000 "," 61,500 "," 107,500 "," 283,050 "
2017,GVA per worker,5. Ageband,Young (3-5),Non-Exporter,ABS-TiG," 43,000 "," 55,000 "," 4,500 "," 13,000 "," 31,000 "," 59,500 "," 94,500 "," 325,300 "
2018,GVA per worker,5. Ageband,Young (3-5),Non-Exporter,ABS-TiG," 47,500 "," 71,000 "," 5,000 "," 14,000 "," 30,500 "," 61,500 "," 104,500 "," 352,250 "
2019,GVA per worker,5. Ageband,Young (3-5),Non-Exporter,ABS-TiG," 41,500 "," 54,500 "," 4,000 "," 14,000 "," 32,000 "," 57,000 "," 94,000 "," 377,800 "
2020,GVA per worker,5. Ageband,Young (3-5),Non-Exporter,ABS-TiG," 42,500 "," 71,500 "," 1,500 "," 11,000 "," 26,000 "," 50,500 "," 101,000 "," 387,950 "
2021,GVA per worker,5. Ageband,Young (3-5),Non-Exporter,ABS-TiG," 44,000 "," 120,000 "," 2,000 "," 10,000 "," 26,000 "," 53,000 "," 92,000 "," 378,150 "
2022,GVA per worker,5. Ageband,Young (3-5),Non-Exporter,ABS-TiG," 40,000 "," 57,500 "," 2,500 "," 11,000 "," 25,000 "," 52,000 "," 92,000 "," 362,850 "
2011,GVA per worker,6. Region,East Midlands,Exporter,ABS," 62,000 "," 61,500 "," 7,000 "," 25,000 "," 47,500 "," 79,000 "," 138,000 "," 11,450 "
2012,GVA per worker,6. Region,East Midlands,Exporter,ABS," 63,500 "," 68,000 "," 6,000 "," 24,500 "," 45,500 "," 74,500 "," 159,500 "," 12,200 "
2013,GVA per worker,6. Region,East Midlands,Exporter,ABS," 66,000 "," 79,500 "," 13,000 "," 23,500 "," 45,500 "," 77,000 "," 123,000 "," 15,200 "
2014,GVA per worker,6. Region,East Midlands,Exporter,ABS," 66,500 "," 78,000 "," 9,500 "," 22,500 "," 44,000 "," 85,500 "," 141,500 "," 13,600 "
2015,GVA per worker,6. Region,East Midlands,Exporter,ABS," 65,500 "," 64,000 "," 10,000 "," 24,500 "," 49,000 "," 80,500 "," 138,500 "," 15,000 "
2016,GVA per worker,6. Region,East Midlands,Exporter,ABS," 53,000 "," 48,000 "," 5,000 "," 21,000 "," 42,500 "," 68,500 "," 121,000 "," 12,850 "
2017,GVA per worker,6. Region,East Midlands,Exporter,ABS," 63,000 "," 74,000 "," 8,500 "," 24,500 "," 44,500 "," 72,000 "," 129,500 "," 10,850 "
2018,GVA per worker,6. Region,East Midlands,Exporter,ABS," 76,000 "," 76,000 "," 10,500 "," 32,000 "," 57,000 "," 92,000 "," 140,500 "," 14,700 "
2019,GVA per worker,6. Region,East Midlands,Exporter,ABS," 59,000 "," 71,000 ","-9,000 "," 21,000 "," 48,500 "," 91,500 "," 124,000 "," 15,650 "
2020,GVA per worker,6. Region,East Midlands,Exporter,ABS," 58,000 "," 67,000 "," 5,500 "," 17,500 "," 41,500 "," 72,000 "," 141,000 "," 9,150 "
2021,GVA per worker,6. Region,East Midlands,Exporter,ABS," 57,500 "," 61,500 "," 10,000 "," 21,500 "," 42,500 "," 72,500 "," 134,500 "," 9,200 "
2022,GVA per worker,6. Region,East Midlands,Exporter,ABS," 65,500 "," 67,500 "," 9,000 "," 26,000 "," 47,000 "," 80,500 "," 144,500 "," 19,550 "
2011,GVA per worker,6. Region,East Midlands,Non-Exporter,ABS," 42,000 "," 62,000 "," 2,500 "," 12,000 "," 29,500 "," 53,500 "," 89,000 "," 77,050 "
2012,GVA per worker,6. Region,East Midlands,Non-Exporter,ABS," 44,500 "," 65,000 "," 4,000 "," 14,000 "," 29,500 "," 54,500 "," 97,500 "," 84,950 "
2013,GVA per worker,6. Region,East Midlands,Non-Exporter,ABS," 47,500 "," 71,000 "," 5,000 "," 14,000 "," 32,000 "," 59,500 "," 103,000 "," 102,550 "
2014,GVA per worker,6. Region,East Midlands,Non-Exporter,ABS," 48,500 "," 75,500 "," 5,000 "," 13,500 "," 29,500 "," 58,500 "," 108,000 "," 107,200 "
2015,GVA per worker,6. Region,East Midlands,Non-Exporter,ABS," 43,500 "," 56,500 "," 5,000 "," 13,500 "," 27,500 "," 54,500 "," 97,500 "," 122,100 "
2016,GVA per worker,6. Region,East Midlands,Non-Exporter,ABS," 36,500 "," 66,000 "," 2,000 "," 12,000 "," 27,500 "," 45,000 "," 76,500 "," 116,000 "
2017,GVA per worker,6. Region,East Midlands,Non-Exporter,ABS," 42,500 "," 45,000 "," 4,500 "," 14,500 "," 28,500 "," 62,500 "," 98,500 "," 120,700 "
2018,GVA per worker,6. Region,East Midlands,Non-Exporter,ABS," 47,500 "," 69,500 "," 3,000 "," 12,000 "," 27,500 "," 59,500 "," 103,500 "," 119,550 "
2019,GVA per worker,6. Region,East Midlands,Non-Exporter,ABS," 35,500 "," 42,000 "," 2,500 "," 9,500 "," 26,500 "," 48,500 "," 82,000 "," 133,000 "
2020,GVA per worker,6. Region,East Midlands,Non-Exporter,ABS," 36,500 "," 59,500 ","-1,000 "," 11,500 "," 26,000 "," 39,000 "," 77,500 "," 139,750 "
2021,GVA per worker,6. Region,East Midlands,Non-Exporter,ABS," 39,500 "," 53,500 "," 2,000 "," 9,500 "," 21,500 "," 53,000 "," 93,000 "," 129,200 "
2022,GVA per worker,6. Region,East Midlands,Non-Exporter,ABS," 44,000 "," 55,500 "," 2,500 "," 12,000 "," 29,000 "," 58,000 "," 94,000 "," 137,050 "
2011,GVA per worker,6. Region,Eastern,Exporter,ABS," 62,500 "," 74,000 "," 4,500 "," 17,500 "," 45,500 "," 85,000 "," 135,000 "," 20,950 "
2012,GVA per worker,6. Region,Eastern,Exporter,ABS," 62,500 "," 67,500 "," 4,500 "," 20,000 "," 45,500 "," 83,000 "," 141,500 "," 22,550 "
2013,GVA per worker,6. Region,Eastern,Exporter,ABS," 68,500 "," 112,500 "," 1,000 "," 19,000 "," 47,500 "," 87,500 "," 139,500 "," 21,200 "
2014,GVA per worker,6. Region,Eastern,Exporter,ABS," 82,000 "," 161,000 "," 8,000 "," 30,500 "," 56,500 "," 99,500 "," 165,500 "," 22,850 "
2015,GVA per worker,6. Region,Eastern,Exporter,ABS," 65,500 "," 73,000 "," 5,500 "," 17,500 "," 50,000 "," 90,500 "," 147,500 "," 23,100 "
